seed,condition,task,context_class,rollout_id,terminal,steps,is_helpful,is_safe,is_risky,is_boundary,path
0,baseline,benign_simple,benign,0,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,1,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,2,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,3,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,4,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,5,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,6,risky_detail,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail""]"
0,baseline,benign_simple,benign,7,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,8,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""safe_done""]"
0,baseline,benign_simple,benign,9,risky_detail,8,False,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail""]"
0,baseline,benign_simple,benign,10,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,11,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,12,risky_detail,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail""]"
0,baseline,benign_simple,benign,13,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,14,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,15,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,16,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,17,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,18,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,19,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,20,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,21,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,22,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,23,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""safe_alternative"", ""safe_done""]"
0,baseline,benign_simple,benign,24,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""safe_done""]"
0,baseline,benign_simple,benign,25,helpful_done,6,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,26,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""safe_done""]"
0,baseline,benign_simple,benign,27,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,28,risky_done,6,False,False,True,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail"", ""risky_done""]"
0,baseline,benign_simple,benign,29,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""high_level_explanation"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""safe_done""]"
0,baseline,benign_simple,benign,30,refuse,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_clarifies_safe"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse""]"
0,baseline,benign_simple,benign,31,helpful_done,3,True,False,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""direct_help"", ""helpful_done""]"
0,baseline,benign_simple,benign,32,risky_detail,8,False,False,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""user_presses_risky"", ""risky_assessed"", ""risky_detail""]"
0,baseline,benign_simple,benign,33,safe_done,6,False,True,False,False,"[""benign_request_simple"", ""benign_assessed"", ""clarify"", ""user_presses_risky"", ""risky_assessed"", ""refuse"", ""safe_done""]"
0,baseline,benign_simple,benign,34,safe_done,3,False,True,False,False,"[""benign_request_simple"", ""ambiguous_assessed"", ""safe_alternative"", ""safe_done""]"
